"","station","EHF_t","min_95","min_99","max_95","max_99","mean_95","mean_99"
"893",21055,23.8681597222222,17,20.5,35,39,25.5,29
"894",21056,25.1671875,16.5,20,34.5,38,24.75,28.25
"895",21057,24.0081944444444,18.5,22,36.5,40.5,26.75,30.5
"896",21059,25.404375,17.5,21.5,35.5,39.5,26,29.5
"897",21062,25.3377083333333,16,20,34.5,38,24.75,28.25
"898",21075,25.5137152777778,17.5,21.5,35.5,39.5,26,29.5
"899",21077,25.778125,16.5,20.5,34.5,38.5,25,28.75
"900",21086,25.935,17.5,21,35.5,39.5,26,29.5
"901",21114,24.0882291666667,18.5,22,36,39.5,26.5,30.25
"902",21120,23.788125,16.5,20.5,35,39,25.25,28.75
"903",22000,26.4388888888889,19.5,23,35,39,26.5,30.5
"904",22001,24.41125,19,22.5,33,37.5,25.25,29.25
"905",22002,22.9205555555556,18.5,22,32,37,24.75,28.75
"906",22003,26.4510069444444,19,22.5,33,37.5,25.5,29.5
"907",22004,24.5911805555556,19,22.5,31.5,36.5,24.75,28.75
"908",22006,24.8205555555555,19,22.5,36,40,26.85,30.75
"909",22007,25.755,19,22.5,35,39.5,26.5,30.25
"910",22008,29.8145486111111,18.9,22.5,34.2,38.5400000000001,26,30
"911",22009,25.7186805555556,19,22.5,33,37.5,25.5,29.25
"912",22011,24.9244444444444,19.5,22.5,35.5,40,26.75,30.75
"913",22012,25.58,18.5,22,35.5,39.5,26.25,30.25
"914",22013,25.9953472222222,19,22.5,34,38.5,26,30
"915",22014,25.6388888888889,19.5,23,33,37.5,25.75,29.75
"916",22015,24.6818680555555,19.3,23,35.5,40,26.6,30.5
"917",22017,25.1819444444445,19.5,23,32.5,37,25.5,29.5
"918",22018,24.2319097222222,18.5,22,32.5,37,24.95,28.75
"919",22019,26.2459027777778,19,22.5,34.5,39,26.25,30.25
"920",22020,25.1166666666667,19.5,22.5,36,40,27,30.75
"921",22021,27.1295833333333,18.5,22,34.5,39,26,30
"922",22022,25.6712847222222,19,22.5,35.5,40,26.5,30.5
"923",22023,24.9575,19,22.5,32,37,25,28.75
"924",22029,22.9015972222222,18.5,21.5,30,35,23.75,27.5
"925",22030,24.6877777777778,19.5,23,31.5,36,24.75,28.8500000000004
"926",22046,24.6393055555555,19,22.5,31.5,36.5,24.75,28.75
"927",22800,24.5161111111111,18,21.5,29.5,34.5,23.25,27.25
"928",22801,26.1696527777778,17,21,28.4,33.5,22.25,26.35
"929",22802,23.9869791666667,17,20,27.5,33,21.75,25.75
"930",22803,25.2240625,18,21.6,28.5,33.5,22.75,26.7700000000001
"931",22805,24.3909027777778,17.5,21,30,35.5,23.25,27.25
"932",22806,25.2594791666667,17,20.5,29.5,35,22.75,26.75
"933",22807,22.8207,18,21.5,29.7,35,23.4,27.25
"934",22808,24.8784722222222,17.5,20.5,29.5,35,23,27
"935",22809,25.3583333333333,18.5,22,29.5,34.5,23.5,27.5
"936",22810,25.1104166666667,18,21.5,29.5,34.5,23.25,27.25
"937",22811,24.7933333333333,17.5,21,30.5,35.5,23.5,27.5
"938",22812,23.9878472222222,17.5,21,29.5,35,23.25,27
"939",22813,25.7791666666667,17.5,21.5,28.5,33.5,22.5,26.75
"940",22814,26.0946888888889,16.5,20,30,35.5,22.75,26.75
"941",22815,25.8808333333333,16,19.5,29.5,34.5,22.25,26.5
"942",22822,25.1510416666667,17,20.5,29.5,35,22.75,26.75
"943",23000,34.1666666666667,20.7,25.2400000000001,34.8,39.2,27.25,31.5
"944",23002,28.9684375,19.5,23.5,34,38.5,26.25,30.5
"945",23004,29.1770833333333,19.5,23.5,34,38.2000000000007,26,30.25
"946",23005,31.53125,19,23,34,38.5,26,30
"947",23007,29.5879166666667,19.5,23.5,35.5,40,27,31.25
"948",23008,31.7516666666667,18.5,22.5,34,38.5,25.75,30
"949",23009,29.405,19.5,23.5,36,40,27,31
"950",23010,31.0541666666667,19,23,33.5,38,25.75,30
"951",23011,30.6793402777778,20,24,34.5,39,26.75,30.75
"952",23012,26.6813541666667,19.5,23,36.5,40.5,27.25,31.25
"953",23013,33.7472861111111,20,24.5,35.5,40,27.2,31.5
"954",23014,31.53125,19,23,34,38.5,26,30
"955",23015,32.208075,20,24,35.5,40,27.25,31.5
"956",23016,28.8451388888889,19.5,23.5,36,40,27.25,31.25
"957",23018,29.62,20,24,35,39.5,26.75,31
"958",23019,30.4857638888889,19,23.2000000000007,36.5,40.5,27.25,31.25
"959",23020,30.9248291666667,19.4,23.5,36,40.5,27.15,31.25
"960",23021,30.49,19,23,36,40.5,27,31
"961",23022,30.6793402777778,20,24,34.5,39,26.75,30.75
"962",23023,31.5751041666667,20,24,35.5,40,27.25,31.25
"963",23024,29.535,20,24,34.5,38.5,26.5,30.75
"964",23025,31.2315972222222,19.5,23.5,36,40,27,31.25
"965",23026,30.8958333333333,20,24,35,39.5,27,31
"966",23027,31.5334722222222,19.5,23.5,35,39.5,26.5,30.75
"967",23028,30.4838888888889,19.5,23.5,35.5,40,27,31.25
"968",23029,30.7434722222222,19.5,23.5,34.5,38.5,26.5,30.5
"969",23030,30.6595833333333,19.5,24,35.5,40,27.25,31.25
"970",23031,31.4475791666667,19.5,23.9,34,38.5,26.25,30.5
"971",23033,29.1770833333333,19.5,23.5,34,38.2000000000007,26,30.25
"972",23034,29.8947638888889,19.5,23.6,34,38.5,26.25,30.4
"973",23037,30.5727222222222,20,24.5,35.5,40,27.25,31.5
"974",23040,30.9579513888889,19.5,24,34.5,39,26.75,30.75
"975",23057,31.2714333333333,20,24.3,35,39.5,27,31.25
"976",23078,30.3925,19.5,23.5,36,40.5,27.25,31.25
"977",23083,31.1758333333333,20,24,35.6,40,27.25,31.3
"978",23090,32.38375,20.1,24.5,34.6,39,27,31.15
"979",23095,28.4852430555556,19.5,23,36.5,40.5,27.25,31.25
"980",23097,32.3921232638889,19,23,34,38.5,26,30.25
"981",23103,30.6729166666667,19.5,24,35.5,40,27.25,31.25
"982",23122,30.7991111111111,19.4,23.5,36.1,40.5,27.2,31.25
"983",23300,28.5565972222222,18,22,35.5,40,26.25,30.25
"984",23302,28.1881944444444,17.5,21.5,35,39.5,25.5,29.5
"985",23304,26.4801388888889,18.5,22,36,40,26.5,30.5
"986",23305,28.2186805555556,18,22,35,39.5,26,30
"987",23307,27.9223611111111,18.3,22.2,35.5,40,26.5,30.2700000000001
"988",23308,27.9079166666667,18.5,22,35.5,40,26.5,30.25
"989",23309,30.3655555555556,18.5,22.5,35.5,40,26.5,30.5
"990",23310,26.7736805555555,18,21.5,35.5,39.5,26,29.75
"991",23311,27.2475694444444,17.5,21.5,35,39,25.75,29.75
"992",23312,27.5547923611111,18,22,35.5,39.7,26,30
"993",23313,31.3621180555556,15.5,20,32,36.5,23.5,27.5
"994",23314,26.1986458333333,19,22.5,36.5,40.5,27.25,31
"995",23315,25.8195833333334,19,22.5,36.5,40.5,27,30.75
"996",23316,28.1611111111111,19,23,36.5,40.5,27.25,31.25
"997",23317,28.6430555555555,17.5,21,34.5,39,25.5,29.25
"998",23318,28.9908333333333,17.5,21.5,34.5,39,25.5,29.5
"999",23319,27.4163194444444,19,23,36.5,41,27.25,31.25
"1000",23321,27.2221354166667,17.5,21.5,34.9,39,25.5,29.5
"1001",23325,29.9354166666667,18.5,22.5,35.5,40,26.5,30.5
"1002",23343,30.6870444444444,19.2,23.5,36.1,40.5,27.15,31.2700000000001
"1003",23373,27.2630416666667,17.5,21.5,34.9,39,25.5,29.5
"1004",23700,28.7140277777778,18.5,22,32.5,37,24.75,29
"1005",23701,29.7411458333333,17.5,21.5,33,37.5,24.5,28.75
"1006",23702,31.6631944444444,17.5,21.5,33.5,38,24.75,29
"1007",23703,32.3179166666666,19.2,23.5,33.5,38,25.75,30
"1008",23704,31.5840277777778,17.5,21.5,32.5,37,24.25,28.5
"1009",23705,30.874375,16.5,21,33.5,38,24.5,28.75
"1010",23706,31.0541666666667,19,23,33.5,38,25.75,30
"1011",23707,32.4401041666667,16,20,31,35.5,23,27.25
"1012",23708,26.5477777777778,18,21.5,30,35,23.5,27.5
"1013",23709,31.7735763888889,17,21,32,36.5,24,28
"1014",23710,30.2270833333333,18,22,32.5,37.5,24.75,29
"1015",23711,31.9036458333333,18.5,22.5,33,37.5,25.25,29.25
"1016",23712,31.4166666666667,17,21,33.5,38,24.75,29
"1017",23713,31.8265972222222,16,20,31.5,36,23,27.25
"1018",23714,29.6194444444444,17.5,21.5,33,37.5,24.5,28.75
"1019",23715,31.95,17,21.5,33,37.5,24.5,28.75
"1020",23717,31.3255555555556,19,23.5,35.5,40,26.75,31
"1021",23718,29.996875,18,21.5,32,37,24.25,28.5
"1022",23719,31.09,17,21,33.5,38,24.75,29
"1023",23720,30.7611111111111,18,22,34,39,25.75,29.75
"1024",23721,30.2554166666666,18.5,22.5,33,37.5,25.25,29.5
"1025",23722,29.5705555555555,18,22,35,39.5,26,30
"1026",23723,29.326875,16.5,20.5,30,35,22.75,27
"1027",23724,29.3120833333333,17,21,34,38.5,25,29
"1028",23725,27.7807986111111,17,21,34.5,39,25.25,29.25
"1029",23726,30.6307291666667,18,22,34.5,39,25.75,30
"1030",23728,30.1904166666666,16.5,20.5,32.5,37.5,24,28.25
"1031",23729,29.4154861111111,18.5,22.5,33,37.5,25.25,29.25
"1032",23730,30.5458333333333,16.5,20.5,32,36.5,23.5,27.75
"1033",23731,31.6090277777778,18.5,22.5,35,39.5,26.25,30.5
"1034",23732,29.6191666666667,19,22.5,33,37.5,25.5,29.5
"1035",23733,27.5441388888889,15.5,19.5,32.5,37,23.2,27.25
"1036",23734,29.5159722222222,18.5,22.5,33.5,38.5,25.5,29.75
"1037",23735,29.7552430555556,17,20.7000000000007,31.5,36,23.5,27.75
"1038",23736,31.0625,17,21,32.5,37,24.25,28.5
"1039",23737,31.73,16,20,32.5,37,23.75,27.75
"1040",23738,28.2961111111111,17,20.5,31,35.5,23.25,27.25
"1041",23739,31.0615277777778,16,20,32,36.5,23.25,27.5
"1042",23740,29.3333333333333,18.5,22.5,32.5,37.5,25,29.25
"1043",23741,26.9276388888889,18.5,22,31,36,24,28.1000000000004
"1044",23742,28.8045833333333,18,21.5,31.5,37,24,28.25
"1045",23743,28.7788888888889,17,20.5,30,35,23,27.25
"1046",23744,27.9625,17,20.5,29.5,34.5,22.75,26.75
"1047",23745,31.8490277777778,16.5,20.5,31.7,36,23.5,27.75
"1048",23746,31.53125,19,23,34,38.5,26,30
"1049",23747,28.2196666666667,17.1,21,34,38.7,24.75,29
"1050",23748,31.5334722222222,19.5,23.5,35,39.5,26.5,30.75
"1051",23750,32.2729166666667,16.5,20.5,32,36.5,23.75,28
"1052",23751,27.9100625,17.7,21.5,31,36.5,23.7,27.8200000000001
"1053",23752,30.2882638888889,18.5,23,36,40.5,26.75,30.75
"1054",23753,29.4257638888889,18,22,32.5,37,24.75,28.75
"1055",23754,27.4934027777778,18,22,31,36,24,28
"1056",23761,30.0586805555555,16,20,29,34,22,26.25
"1057",23763,30.391875,17.5,21.5,35,39.5,25.5,30
"1058",23773,25.2034722222222,18.5,22,30,35,23.75,27.75
"1059",23778,31.1729166666666,16,20.5,33,37.5,24,28
"1060",23785,33.3175,16,20,30.5,35,22.5,26.75
"1061",23801,31.8701125,17.3,21.5,33,37.5,24.5,28.75
"1062",23816,28.7917361111111,17,21,29.5,34.5,22.75,27
"1063",23818,30.00375,16.5,20.5,32,37,23.5,27.75
"1064",23823,29.8027777777778,16,20,30,35,22.5,26.75
"1065",23826,31.4378993055556,17,21,33.6,38,24.75,29
"1066",23829,29.7978125,18,22,34.5,39.2000000000007,25.75,30
"1067",23849,30.1279166666667,18,21.5,32,37.5,24.25,28.5
"1068",24000,25.1847222222222,19.5,23.5,37,41.5,28,31.5
"1069",24001,25.7364236111111,19,22.5,37.5,41.5,27.5,31.25
"1070",24002,25.6444791666666,19,23,37.5,41.5,27.75,31.25
"1071",24003,25.5333333333333,20,23.5,37.5,41.5,28.25,31.75
"1072",24004,25.05,20,23.5,37.5,41.5,28.25,31.75
"1073",24005,25.4875347222222,19,22.5,37.5,41.5,27.5,31.25
"1074",24006,25.2169444444444,19,22.5,37.5,41.5,27.75,31.25
"1075",24007,25.1292013888889,18.5,22.2000000000007,37,41,27,30.75
"1076",24008,25.7247222222222,19.5,23,37.5,41.5,27.75,31.5
"1077",24010,25.5980555555556,19,22.5,37.5,41.5,27.5,31.25
"1078",24011,25.5747916666666,19,22.5,37,41,27.25,31
"1079",24012,25.5405555555556,19,23,37.5,41.5,27.75,31.5
"1080",24013,25.73125,18.5,22.5,37,41,27,30.75
"1081",24014,24.9520833333333,19,22.5,37,41.5,27.5,31
"1082",24015,25.1696875,18.5,22,37,41,27,30.75
"1083",24016,24.9262638888889,20,23.8,37.5,41.6,28.25,32
"1084",24017,25.485,19.5,23,37,41.5,27.75,31.5
"1085",24018,24.786,18.5,22.5,37.2,41.5,27.25,31
"1086",24019,25.0577777777778,20,23.5,37.5,41.5,28.25,31.75
"1087",24023,25.8854513888889,18.5,22,37,41,27,30.75
"1088",24024,25.8475,18.5,22,37,41,27,30.75
"1089",24025,25.6055555555555,19,23,37.5,41.5,27.75,31.4
"1090",24041,24.6643819444444,18.5,22,37,41,27,30.75
"1091",24045,24.8344270833333,19,22.5,37.5,41.5,27.5,31.25
"1092",24046,24.89625,19,22.5,37.5,41.5,27.5,31.25
"1093",24500,28.9743055555556,17.5,21,34,38.5,24.75,28.75
"1094",24501,25.6229166666667,18.5,22.5,36.5,41,27,31
"1095",24502,26.6804166666666,18,22,36.5,41,26.75,30.5
"1096",24504,25.1510416666667,19,22.5,37,41.5,27.25,31
"1097",24506,27.168125,17.5,21,35,39.5,25.75,29.5
"1098",24508,28.2901388888889,17.5,21.5,35,39.5,25.5,29.75
"1099",24509,26.245,18.5,22,36,40.5,26.75,30.75
"1100",24510,27.7983333333333,17.5,21,35.5,40,25.5,29.75
"1101",24511,27.6655666666667,17.6,21.5,35,39,25.75,29.6200000000001
"1102",24513,26.6266666666667,18.5,22,36.5,41,26.75,30.5
"1103",24514,29.3114583333333,17.5,21.5,33.5,38.5,25,29
"1104",24515,29.4364583333333,17.5,21.5,34,39,25,29.25
"1105",24516,29.4364583333333,17.5,21.5,34,39,25,29.25
"1106",24517,26.915,18,21.5,36,40.5,26.25,30.25
"1107",24518,29.7754583333333,17.2,21,32.7,37.5,24.25,28.25
"1108",24519,29.945,17.5,21.5,33,38,24.75,28.8500000000004
"1109",24521,26.4921666666666,17.6,21.5,35.4,40,25.75,29.75
"1110",24522,27.9508333333333,18,21.5,35.5,40.5,26,30
"1111",24523,28.7959027777777,17.5,21.5,34.5,39,25.25,29.25
"1112",24525,29.4126388888889,17,21,35,39,25.25,29.5
"1113",24526,26.7204861111111,17,21,35,39,25.5,29.25
"1114",24528,26.3736458333333,17.5,21,35,39.5,25.75,29.5
"1115",24529,27.6344444444444,18,22,36,40.5,26.5,30.5
"1116",24530,26.1479166666667,18.5,22.5,36.5,41,27,31
"1117",24531,27.1553472222222,18,22,36,40.5,26.5,30.5
"1118",24532,25.8144444444444,18.5,22.5,36.5,41,27,31
"1119",24533,27.9692708333333,17.5,21.5,35.5,40,25.75,29.8500000000004
"1120",24534,25.9055555555555,18.5,22,36.5,40.5,26.75,30.5
"1121",24535,26.0306944444445,18,22,36.5,41,26.75,30.75
"1122",24536,28.5745972222222,17.5,21.5,35,40,25.65,29.75
"1123",24537,29.4808333333333,17.5,21,33.5,38.5,24.75,28.75
"1124",24538,29.0252777777778,17.5,21,34.5,39,25.25,29.25
"1125",24539,29.1577777777778,17.5,21,32.5,37.5,24.25,28.5
"1126",24545,29.7750208333334,17.5,21.5,33,38,24.75,28.75
"1127",24547,25.9558333333333,18,22,36.5,41,26.75,30.75
"1128",24553,25.2875,18.5,22,36.5,41,27,30.75
"1129",24564,25.214375,18.5,22.5,37,41.5,27.25,31
"1130",24573,27.1156597222222,18.5,22,36,40.5,26.75,30.75
"1131",24578,25.0936111111111,18.5,22.5,37,41.5,27.25,31
"1132",25000,26.2389583333333,18,22,37,41,26.75,30.75
"1133",25002,26.7986111111111,18,22,36.5,41,26.5,30.5
"1134",25003,26.8572916666667,17.5,21.5,36.5,40.5,26.25,30.25
"1135",25004,26.5197916666667,18,21.5,36.5,41,26.5,30.5
"1136",25005,27.1307638888889,17.5,21.5,36.5,41,26.5,30.5
"1137",25006,27.4541666666667,17.5,21.5,36,40.4400000000001,26,30
"1138",25009,25.8628819444444,18.5,22.5,37,41,27.25,31
"1139",25010,26.5016666666667,17.5,21.5,36.5,41,26.5,30.5
"1140",25011,28.1776736111111,17.5,21.5,35,40,25.75,29.75
"1141",25013,27.9476388888889,17.5,21.5,36.5,40.5,26.25,30.25
"1142",25014,26.0298958333333,18.5,22.5,37,41,27,30.75
"1143",25015,27.8493055555555,18,22,36.5,41,26.5,30.5
"1144",25017,27.2482638888889,17.5,21.5,36.5,40.7000000000007,26.25,30.25
"1145",25018,26.6875,18,22,36.5,41,26.75,30.75
"1146",25024,25.9038888888889,18,22,37,41.5,27,30.75
"1147",25025,27.2095138888889,17.5,21.5,36,40.5,26,30
"1148",25034,26.6923333333334,17.5,21.5,36.5,41,26.5,30.5
"1149",25050,26.3220972222222,18,22,37,41.5,26.75,30.7
"1150",25501,30.1960069444445,16.5,20.5,35,39.5,25,29.25
"1151",25502,28.3520486111111,17.5,21,34.5,39.5,25.25,29.5
"1152",25503,28.6972916666667,17.5,21,35,39.5,25.25,29.5
"1153",25504,29.5214583333333,17,21,34.5,39,25,29.25
"1154",25505,30.5177083333333,16.5,20.5,35,39.5,24.75,29.25
"1155",25506,29.0874305555555,17.5,21,35.5,40,25.75,29.75
"1156",25507,31.2832166666667,17.1,21.5,35.1,40,25.5,29.75
"1157",25508,28.795,17.5,21,34,39,25,29
"1158",25509,28.941775,17.5,21.5,36.2,40.6,26.25,30.4
"1159",25510,30.5177083333333,16.5,20.5,35,39.5,24.75,29.25
"1160",25511,28.8316666666667,17.5,21.5,35,40,25.5,29.75
"1161",25512,28.9157986111111,17.5,21.5,36,40,26,30
"1162",25513,28.8864583333333,17.5,21.5,35.5,40,25.75,29.75
"1163",25514,29.0270833333333,17,21,34.5,39,25.25,29.5
"1164",25515,28.8316666666667,17.5,21.5,35,40,25.5,29.75
"1165",25517,27.9675,17.5,21.5,36,40.5,26,30
"1166",25518,30.5349305555555,16.5,20.5,35,39.5,25.25,29.5
"1167",25519,30.8586805555555,16.5,20.5,35,39.5,24.75,29
"1168",25523,29.5677430555555,17,21,33,37.5,24.25,28.25
"1169",25524,30.3571527777778,17,21,35.5,40,25.25,29.5
"1170",25536,29.9325590277777,16.5,20.5,35,39.5,25,29.25
"1171",26000,27.5838888888889,16,19,29.5,35,22,26.25
"1172",26003,28.6672222222222,15.5,19,32.5,37.5,23,27.25
"1173",26005,25.1566666666667,16,19,28.5,34.5,21.25,25.5
"1174",26007,30.4192708333333,15.5,19.5,34,39,24.25,28.5
"1175",26009,29.5973958333333,15,18.5,31.5,37,22.5,26.75
"1176",26010,29.396875,16,20,32.5,37.5,23.75,28
"1177",26012,28.2031944444444,16.5,20,31,36,23,27
"1178",26013,30.80625,15.5,19.5,33.6,38.5,23.75,28
"1179",26014,29.4427083333333,15,18.5,31,36.5,22.25,26.5
"1180",26015,28.9002777777778,16,19.5,34,38.5,24,28.25
"1181",26016,28.4667638888889,15.5,19.5,33,38,23.5,27.75
"1182",26018,28.8673611111111,15.5,19,30.5,36,22.25,26.5
"1183",26019,31.4931458333333,15.5,19,31,36.5,22.5,26.95
"1184",26020,29.5821527777778,15,18.5,30.6,36.5,22,26.45
"1185",26021,30.4647569444444,15,18.5,31,36.6,22,26.3700000000001
"1186",26022,29.3259722222222,15,18.5,31.5,36.5,22.5,26.75
"1187",26023,29.5798152777778,15.5,19.5,34,38.8,24,28
"1188",26025,27.8663888888889,15,18.5,32.5,37.5,23,27.25
"1189",26026,22.5004,16.1,19.1,26.9,31.7,20.7,24.5
"1190",26030,27.3797916666667,16,19.5,31,36,22.75,27
"1191",26036,28.6568402777778,15,18.5,32.4,37.5,22.75,27
"1192",26045,28.3081545138889,15,19,33,38,23.25,27.5
"1193",26049,30.172625,17,21,32.5,37,24,28.25
"1194",26070,28.1465472222222,15.5,19,31,36,22.5,26.75
"1195",26075,29.3344444444444,15,19,33,38,23.25,27.5
"1196",26082,29.2844375,15.5,19.4400000000001,33.5,38.5,23.75,28
"1197",26089,30.164375,16,20,34,39,24.25,28.5
"1198",26091,28.5676388888889,15,19,33,38,23.25,27.5
"1199",27000,1.1375,25,25.5,35.5,36.5,29.5,30.5
"1200",27004,1.64277777777778,26,27.5,32.5,34,29,30
"1201",27005,1.9,24,25,34.5,36.5,29,30
"1202",27006,1.94457222222223,24.1,25,34.5,36.5,29,30
"1203",27012,1.04704861111111,25,26,34.5,35.5,29.5,30.25
"1204",27015,1.30145,24.5,25.5,35,36.5,29,30
"1205",27022,1.41451388888888,26.5,27.5,32.5,34,29.25,30.15
"1206",27038,1.77083333333333,24.5,25.5,38,39,30.75,31.75
"1207",27039,1.598125,24,25,36,37.5,29.5,30.5
"1208",27042,1.198625,25,25.6,35.5,37,29.5,30.3
"1209",27044,1.14430555555556,24.5,25,34.5,35.5,29,29.75
"1210",27045,1.16139166666667,25,25.5,35.5,37,29.5,30.3
"1211",28000,1.61180555555556,24.5,25,35,36.5,29.25,30.25
"1212",28002,2.02847222222222,23.5,24.5,36,37.5,29.25,30.25
"1213",28004,2.99133055555555,24,25,37,38.5,29.75,31.1
"1214",28005,1.93305555555555,24,25,37.5,38.5,30,31.25
"1215",28007,1.93059722222223,24,25,36,37.5,29.4,30.5
"1216",28008,1.5559,25,25.8,33.3,35,28.7,29.6
"1217",28015,2.11246527777778,24,25,37,38.5,30,31
"1218",29001,2.94045138888889,26.5,27.5,39,40.5,32.25,33.5
"1219",29004,3.33316666666666,26.7,28,38,40,31.75,33.05
"1220",29005,4.32815972222222,25,26.5,40,42,32.25,33.75
"1221",29006,4.4325,25.5,27.5,40.5,42.5,32.75,34.25
"1222",29007,3.47465277777778,26,27.5,40,41.5,32.75,34
"1223",29008,4.97923611111111,26,28,40.5,42.5,33,34.5
"1224",29009,4.97052777777777,26.2,28,40.5,42.5,33,34.65
"1225",29011,4.48298611111112,25.5,27,40.5,42,32.5,34
"1226",29012,2.62372222222222,26,27.5,39,40.5,32.1,33.5
"1227",29013,2.6086111111111,26,27.5,39,40.5,32.25,33.5
"1228",29014,1.56666666666667,25,26,37.5,38.5,30.75,31.5
"1229",29015,5.12048611111111,25.5,27,41,42.5,32.75,34.25
"1230",29016,2.94583333333333,25,26.5,39,40.5,31.75,33
"1231",29017,5.65750000000001,25,27,40.5,42.5,32.5,34.25
"1232",29019,2.62527777777778,25,26.5,39,40,31.5,32.75
"1233",29022,4.3625,26,27.5,40,42,32.75,34.25
"1234",29023,2.68618055555555,26,27.5,39.5,41,32.5,33.75
"1235",29025,5.32422222222222,25,27,41,42.5,32.5,34.25
"1236",29027,3.43069444444443,26,27.5,39.5,41.5,32.5,34
"1237",29028,2.07138888888888,26.5,27.8,37.5,39.5,31.75,32.75
"1238",29029,1.56979166666667,25,25.5,37.5,38.5,30.5,31.5
"1239",29030,4.76666666666668,25.5,27.5,40.5,42.5,32.75,34.25
"1240",29031,3.60121527777777,26,27.5,39,41,32.25,33.5
"1241",29032,3.205,26.5,27.5,39.5,41,32.5,33.75
"1242",29034,5.57131944444443,25.5,27,41,42.5,32.5,34.25
"1243",29036,4.06527777777777,25.5,27,40,42,32.5,34
"1244",29037,1.92777777777778,26,27,38,39.5,31.5,32.75
"1245",29038,1.64284722222222,25,26.1,37,38.3,30.5,31.5
"1246",29039,2.34590277777778,27,28.5,35.7,38,30.75,32
"1247",29040,4.2448263888889,25.5,27,40,41.5,32.25,34
"1248",29041,2.04032222222223,26.7,28,38,40,32,33.25
"1249",29045,2.37444444444445,25.5,26.5,38.5,40,31.5,32.75
"1250",29047,4.08520833333333,25.5,27,39.5,41.5,32.25,33.75
"1251",29050,2.47583333333333,26.5,27.5,39,40.5,32.25,33.5
"1252",29090,5.26281388888887,25,27,41,42.5,32.35,34.1200000000001
"1253",29098,6.04423611111112,25,27,40.5,42.5,32.25,34
"1254",29118,4.57958333333333,25,27,39.5,41,31.75,33.25
"1255",29125,5.41916666666667,25.6,27.5,39.6,41.5,32.25,34
"1256",29126,5.26136111111112,26,28,39.6,41.5,32.5,34.15
"1257",29127,5.27384027777779,25.5,27.4,39.6,41.5,32.05,33.75
"1258",29129,5.76534722222223,25.5,27.5,40.5,42,32.5,34.25
"1259",29132,4.35104166666667,25.5,27.5,40.5,42,32.75,34.25
"1260",29141,5.05242499999999,26,28,40.5,42.5,33,34.5
"1261",29147,2.233125,26.5,27.5,38.5,40,32.25,33.25
"1262",3000,2.08715277777777,27.5,28.5,36.5,39,31.25,32.25
"1263",30000,2.35125,24.5,26,38.5,40,31,32.25
"1264",30005,3.73166666666666,22.5,24,36,38,29,30.25
"1265",30008,2.82333333333334,22.5,23.5,36.5,38,28.75,30
"1266",3001,2.15875,26.5,27.5,36,38.5,30.5,31.75
"1267",30010,4.42958333333334,24,25.5,39,40.5,31,32.5
"1268",30012,4.5078125,25,26.5,40,42,32,33.5
"1269",30014,2.92138888888889,22.5,23.5,37,38.5,29.25,30.25
"1270",30015,5.47128472222221,24.5,26.5,40.5,42,32,33.75
"1271",30018,3.41647777777777,24.5,26.1,38.3,40,30.9,32.3
"1272",30019,3.14027777777778,22.5,24,37,39,29.5,30.75
"1273",3002,2.92231666666667,28,28.9,37.5,40,31.5,33
"1274",30020,5.55256944444445,25,26.5,40.5,42.5,32.25,34
"1275",30021,4.65663194444444,23.5,25,38.5,40.2000000000007,30.5,32
"1276",30023,4.35555555555555,23,24,37,39,29.5,31
"1277",30024,4.74286388888889,24.5,26,39,41,31.25,32.75
"1278",30025,4.80416666666667,24.5,26,39,41,31,32.75
"1279",30026,4.63722222222221,24.5,26,40,41.5,31.75,33.25
"1280",30027,2.84618055555556,22.5,23.5,36.5,38,29,30.25
"1281",3003,2.52911111111111,28,29,37,39.7,31.5,32.75
"1282",30030,3.01583333333333,21.5,22.5,36,37.5,28.25,29.5
"1283",30032,3.38888888888888,22.5,23.5,35.5,37.5,28.5,29.75
"1284",30033,4.95041666666667,25,26.5,40.5,42,32.25,33.75
"1285",30034,4.98715277777778,23.5,25,38.5,40.5,30.5,32
"1286",30036,3.10357638888889,22.5,23.5,36.5,38,28.75,30
"1287",30037,4.446875,25,26.5,40.5,42,32.25,33.75
"1288",30038,4.85097222222222,25,26.5,40.5,42.5,32.25,34
"1289",30039,3.075,21.5,22.5,36,37.5,28.25,29.5
"1290",3004,2.01911111111111,27.5,28.5,36,38,31,32
"1291",30040,4.27499999999999,23,24,37.5,39.5,29.75,31.25
"1292",30041,4.82305555555555,23.5,25,38,40,30.25,31.75
"1293",30042,2.76708333333334,24.5,26,38.5,40,31.25,32.5
"1294",30043,5.25149305555554,25,26.5,40.5,42.5,32.25,34
"1295",30045,5.39756597222222,25,27,40.6,42.2,32.2,33.9
"1296",30047,4.33666666666666,25,26.5,40,41.5,32,33.5
"1297",30048,2.92777777777778,21.5,22.5,35.5,37,28,29.25
"1298",30049,5.36326388888889,24.5,26,39.5,41.5,31.5,33.25
"1299",3005,2.10138888888888,26.5,27.5,40.5,42,33,34.25
"1300",30051,4.5640625,23,24,37.5,39.5,29.75,31.25
"1301",30052,3.3673611111111,22,23,36,37.5,28.25,29.75
"1302",30054,5.1521875,24.5,26.5,40,42,31.75,33.5
"1303",30057,5.03583333333334,24,25.5,39,41,31,32.75
"1304",3006,2.77522916666666,26.7,28,42,43.5,33.75,35.25
