"","station","EHF_t","min_95","min_99","max_95","max_99","mean_95","mean_99"
"2383",5023,5.21166666666667,26.5,28.5,42,44,34,35.75
"2384",5024,8.06576388888891,25.5,27,38.5,42,31.25,33.25
"2385",5026,7.39701666666665,27.8,30.4,41.7,43.7,34.45,36.6
"2386",5028,6.50937499999999,26,27.5,42,45,33.75,35.75
"2387",5030,7.92277777777778,25.5,27,41,44,32.75,35
"2388",5031,8.04888888888889,25.5,27,39,42.5,31.5,33.5
"2389",5032,7.36250000000001,26.5,28,41,44,33.25,35.25
"2390",5033,7.6388888888889,26,27.5,41,44,32.75,35
"2391",5034,6.59756944444444,26.5,28,42,45,33.75,35.75
"2392",5036,6.76916666666668,26,28,42.5,45,34,36
"2393",5040,7.17222222222224,26.5,28,41,44,33,35.25
"2394",5045,8.24569444444443,25.5,27,40.5,44,32.25,34.5
"2395",5048,7.51625000000001,26,27.5,42,45,33.5,35.5
"2396",5051,8.24125000000002,25.5,27,39.4,42.5,31.75,33.75
"2397",5052,5.60680555555554,27.5,28.5,40,43,33.25,35
"2398",5053,5.57618055555555,27.8,29,39.5,42,32.75,34.75
"2399",5058,6.46736250000001,27,28.5,37.5,41,31.5,33.5
"2400",5061,5.66086805555555,27.5,29,39.5,42.5,33,34.8
"2401",5064,5.39248888888889,26.5,28.5,42,44,34,35.75
"2402",5066,7.80333333333331,26,27.5,42,45,33.5,35.75
"2403",5069,7.07780000000001,26.5,28,42,45,33.75,35.8
"2404",5075,7.73416666666667,25.5,27,38.5,42,31.5,33.5
"2405",51001,15.3675,22,24.5,38,41.5,29.5,32.5
"2406",51002,16.7720833333333,21.5,24.5,37.5,41,29.25,32
"2407",51004,16.0805555555556,21,24,37,40.5,28.5,31.5
"2408",51005,16.0125,21,23.5,36.5,40,28.25,31.25
"2409",51007,15.7653125,22.5,25.5,39,42,30.25,33.25
"2410",51008,16.0356597222222,21,24,37,40,28.5,31.25
"2411",51009,15.3286805555556,22.5,25,38.5,41.5,30,33
"2412",51010,15.3537888888889,21.6,24.5,38,41,29.25,32.25
"2413",51013,16.4783333333333,22,24.5,38,41,29.5,32.25
"2414",51014,16.0852777777778,22,24.5,38,41,29.5,32.25
"2415",51015,15.7288541666667,22.5,25.5,38.5,42,30.25,33
"2416",51018,15.3125,20,23,36.5,39.5,27.75,30.75
"2417",51019,15.58,23,25.5,39,42.5,30.75,33.5
"2418",51020,17.0234027777778,22,25,38,41.5,29.75,32.75
"2419",51022,15.7791666666667,21,23.5,37,40.5,28.5,31.5
"2420",51023,16.8879861111111,22,25,38.5,41.5,30,32.75
"2421",51025,16.2868055555555,21.5,24.5,37.5,41,29.25,32
"2422",51026,17.6779166666667,22,25,38,41.5,29.75,32.75
"2423",51029,16.634375,22,25,38,41.5,29.5,32.5
"2424",51030,17.1645833333333,22,25,38,41.5,29.75,32.75
"2425",51031,17.045,22,25,38,41.5,29.5,32.5
"2426",51033,16.9033333333333,22,25,38,41.5,29.5,32.5
"2427",51034,16.4612152777778,21.5,24.5,38,41,29.25,32.25
"2428",51037,16.1208333333333,20.5,23.5,36.5,40,28.25,31.25
"2429",51038,16.8875,21.5,24.5,37.5,41,29,32
"2430",51039,16.9614638888889,22,25,38.3,41.5,29.75,32.7
"2431",51040,15.9166666666667,22.5,25,38.5,41.5,30,33
"2432",51041,16.0665277777778,22.5,25,38.5,42,30,33
"2433",51042,15.8129444444445,22,25,38.5,41.5,29.75,32.75
"2434",51043,16.1925,22,25,38.5,41.5,29.75,32.75
"2435",51044,16.2742361111111,22,25,38.5,41.5,30,32.75
"2436",51048,16.5383125,21,24,37,40.5,28.5,31.5
"2437",51049,16.53,21,24,37,40.5,28.5,31.5
"2438",51050,14.5483333333333,21,24,37.5,41,29,31.75
"2439",51052,15.2933333333333,21,23.5,37,40.5,28.5,31.5
"2440",51053,15.5865277777778,21.5,24,37.5,41,29.25,32
"2441",51054,16.5733333333333,21.5,24,37.5,41,29,32
"2442",51056,14.9361111111111,22,25,38.5,41.5,29.75,32.75
"2443",51057,16.1597222222222,22.5,25.5,39,42,30.25,33.25
"2444",51058,15.5220833333333,23,25.5,39,42,30.5,33.5
"2445",51059,15.15,20,22.5,36.5,40,27.75,30.75
"2446",51088,14.825,20,22.5,36.5,39.5,27.75,30.5
"2447",51115,16.0326041666667,20.5,23.5,36.5,40,28.25,31.25
"2448",51124,16.9154166666667,21.5,24.0800000000003,37.5,41,29,32
"2449",52001,13.5911458333333,22,24.5,38,41,29.5,32.25
"2450",52002,13.4625,22.5,25,38.5,41.5,30,32.6000000000004
"2451",52004,12.0466666666667,22.5,24.5,37.5,40.5,29.5,32
"2452",52008,13.0829861111111,22,24.5,38,41,29.5,32.25
"2453",52010,13.18375,22.5,25,38,41,30,32.5
"2454",52015,15.1921875,22.5,25,38.5,41.5,30,33
"2455",52017,12.1767361111111,22,24.5,37.5,41,29.5,32
"2456",52019,13.7286111111111,22.5,25.5,38.5,41.5,30.25,33
"2457",52020,13.1535416666667,22.5,25,38.5,41.5,30.15,32.75
"2458",52021,13.4075694444445,22,24.5,38,41.5,29.75,32.5
"2459",52022,13.92,22.5,25,38.5,41.5,30,32.75
"2460",52023,13.8716666666667,21.5,24.5,38,41,29.5,32.25
"2461",52026,16.7973444444444,23.3,26.1,38.9,42,30.5,33.5
"2462",52027,14.9590972222222,22.5,25,38.5,42,30,33
"2463",52033,13.7805555555555,21.5,24.5,38,41,29.5,32.25
"2464",52067,13.5337847222222,22,25,38,41.5,29.75,32.5
"2465",52088,15.5961111111111,22.5,25.5,39,42,30.25,33.25
"2466",53001,14.2902777777778,20,23,37,40,28,30.75
"2467",53002,14.3032805555556,20.1,22.8,37,40,28,30.75
"2468",53003,12.0442708333333,21,23.5,37,40.5,28.75,31.25
"2469",53004,11.1642361111111,21.5,23.5,37,39.5,28.75,31.25
"2470",53005,12.7180208333333,21.5,24,38,41,29.25,32
"2471",53011,12.30875,22,24.5,37.5,40.5,29.5,32
"2472",53014,12.5225694444445,21.5,24,37.5,40.5,29.25,31.75
"2473",53018,11.8895833333333,21.5,24,37,40,29,31.25
"2474",53027,13.0896,22.1,24.5,37.5,40.6,29.25,31.95
"2475",53030,12.3269666666667,21.1,24,37.5,40.5,29,31.65
"2476",53033,11.4747222222222,21,23,37,40,28.5,30.75
"2477",53034,12.9444444444444,21.5,24,38,41,29.25,32
"2478",53035,12.8125,22,24.5,38,41,29.5,32.25
"2479",53040,12.0255208333333,21.5,24,37,40,29,31.3500000000004
"2480",53041,11.475,21.5,24,37,40,29,31.25
"2481",53043,14.4454166666667,19,22,36,39,27,29.75
"2482",53044,12.7698611111111,21.5,24,37.5,41,29.25,31.75
"2483",53048,13.0890666666667,22.1,24.5400000000001,37.5,40.6,29.25,31.95
"2484",53078,10.57625,21,23.5,37,39.5,28.5,30.75
"2485",53091,12.1425,22,24.5,37.5,40.5,29.25,31.75
"2486",53094,13.5868055555556,21.5,24,38,41,29.25,32
"2487",53115,13.081075,22.1,24.5,37.5,40.6,29.25,31.95
"2488",54002,9.66631944444445,19,21,34.5,37.5,26.25,28.5
"2489",54003,11.3338888888889,18.5,21,35,38,26.1,28.75
"2490",54004,10.3802777777778,20,22,36.5,39.5,27.5,30
"2491",54005,10.8486111111111,17.5,20,33.5,36.5,25,27.5
"2492",54007,9.12333333333332,19.5,22,35.5,38,27,29.25
"2493",54012,10.1881944444445,19.5,22,35.5,38,27,29.25
"2494",54013,10.0147222222222,18,20.5,33.5,36.5,25.25,27.75
"2495",54014,11.1870486111111,20,22.5,36.5,39.5,27.75,30.25
"2496",54016,10.2335069444444,18.5,20.5,34,37,25.75,28
"2497",54017,11.2476041666667,20.5,22.5,36.5,39.5,28,30.5
"2498",54020,11.6447222222222,17,19.5,33,36,24.5,27
"2499",54021,12.13625,15.5,18,31,34,23,25.5
"2500",54023,10.675,18,20.5,34.5,37.5,25.75,28
"2501",54027,9.96388888888888,18,20,33.5,36.5,25.25,27.5
"2502",54029,10.5390625,19.5,22,35.7,38.5,27,29.5
"2503",54032,10.7753472222222,19.5,21.5,35,38,26.75,29
"2504",54033,10.9414930555555,20,22.5,36,38.5,27.5,30
"2505",54035,10.4221180555555,20.5,22.5,36,39,28,30.25
"2506",54036,10.1395138888889,19,21.1,34.5,37.5,26.25,28.5
"2507",54039,10.05765625,19,21,35,38,26.5,28.75
"2508",54104,8.99159166666668,19,21,34,36.5,25.75,28
"2509",54117,10.7786458333333,17,19,33,35.5,24.25,26.75
"2510",54120,12.3271180555556,21,23.5,37.5,40.5,28.75,31.5
"2511",55000,10.8269444444444,18.5,20.5,34.5,37.5,25.75,28.25
"2512",55002,13.1477777777778,19.5,22,36,39,27.25,30
"2513",55003,10.9902777777778,19,21.5,35.5,38.5,26.75,29.25
"2514",55004,10.0305555555556,16,18,31.5,34.5,23.25,25.5
"2515",55006,12.534375,18.5,21,35,38,26.25,28.75
"2516",55007,12.1997222222222,20.5,23,37,40,28.25,31
"2517",55008,11.5545833333333,20,22.5,36,39,27.5,30
"2518",55014,12.0333333333333,20,22.5,35.5,39,27.5,30
"2519",55017,13.4002083333333,18,20.5,34.5,37.5,25.5,28.5
"2520",55018,13.5416666666667,19,21.5,35.5,38.5,26.75,29.25
"2521",55019,11.1858333333333,17.5,20,34,36.5,25.25,27.75
"2522",55021,13.0453472222222,19.5,22,36,39,27.25,30
"2523",55023,12.9993166666667,20.6,23.3,36.7,40,28.05,30.85
"2524",55024,12.8782833333333,20.6,23.4,35.9,39,27.75,30.5
"2525",55025,11.7553819444444,17.5,20,34,37,25,27.5
"2526",55028,11.9625347222222,19,21.5,35.5,38.5,26.75,29.25
"2527",55031,11.055,19.5,21.5,35.5,38.5,27,29.5
"2528",55034,12.12,20.5,23,37,40,28.25,31
"2529",55037,12.085,18.5,21,35,38,26.25,28.75
"2530",55038,12.8988541666667,19.5,22,36,39,27.25,30
"2531",55039,12.3241666666667,19.5,22,35.5,38.5,27,29.5
"2532",55041,10.2288888888889,17,19,32.5,35.5,24.25,26.5
"2533",55044,11.744375,20,22.5,36,39,27.5,30
"2534",55045,12.5933333333333,19,21.5,35,38,26.5,29.25
"2535",55046,11.8244791666667,19,21.5,35.5,38.5,26.75,29.5
"2536",55047,9.4975,15.5,17.5,31,33.5,22.5,25
"2537",55048,11.5250694444444,19,21.5,35.5,38,26.5,29
"2538",55049,11.7944402777778,18.5,21.1,35,38,26.25,28.9
"2539",55050,11.0983333333333,19.5,22,35.5,38.5,27.25,29.75
"2540",55053,13.3791666666667,19,22,35.5,39,27,29.75
"2541",55054,12.2258333333333,19.9,22.2,35.1,38.3,26.95,29.5
"2542",55055,11.5084461805556,20,22.5,36,39,27.75,30.25
"2543",55057,12.2630902777778,18,20.5,34.5,37.5,26,28.5
"2544",55058,12.2795833333333,21,23.5,37,40.5,28.5,31.25
"2545",55059,12.2133333333333,20,22.5,36,39,27.5,30
"2546",55061,12.4541666666667,18,20.5,34.5,37.5,25.75,28.25
"2547",55062,11.3881944444445,19,21.5,35.5,38,26.75,29.25
"2548",55064,12.0245833333333,19,21,35.5,38.5,26.5,29.25
"2549",55065,11.6186111111111,19.5,22,35.5,38.5,27.25,29.75
"2550",55066,10.9810416666667,17,19,33,35.5,24.25,26.75
"2551",55067,11.0333333333333,18,20.5,34.5,37,25.75,28.25
"2552",55071,12.9070138888889,19,21.5,35.5,38.5,26.75,29.5
"2553",55076,11.9605208333333,20,22,36,39,27.5,30
"2554",55136,9.29666666666666,14.8,17,30.5,33.2,21.8,24
"2555",55164,9.61333333333334,16,18,31.5,34.5,23.25,25.5
"2556",55171,10.0706597222222,17,19.5,33,36,24.5,26.75
"2557",55172,9.61333333333334,16,18,31.5,34.5,23.25,25.5
"2558",55201,12.1252777777778,18.5,21,34.5,37.5,26,28.75
"2559",55202,11.995,20.5,23,36.5,39.5,28,30.5
"2560",55248,11.7465277777778,18.5,20.5,35,38,26,28.75
"2561",55273,12.6091319444444,20,22.5,36.5,39.5,28,30.5
"2562",55275,11.59625,18.5,21,34.5,37.5,26,28.5
"2563",55327,10.9767013888889,19,21,35,38,26.25,28.75
"2564",56001,8.81055555555556,16.5,18.5,31,34,23.25,25.5
"2565",56002,9.68595833333335,15.5,17.5,29.9,32.5,21.95,24.25
"2566",56006,9.65822916666667,17,19.5,33,36,24.5,26.75
"2567",56007,9.32194444444444,16.5,18.5,31.5,34,23.25,25.5
"2568",56008,8.01666666666668,15.5,17.5,29,31.5,21.75,23.75
"2569",56009,8.51256944444445,15.5,17.5,29.5,32,22,24
"2570",56011,8.17192222222223,15.1,17.2,29,31.6,21.5,23.5200000000001
"2571",56013,8.2821875,14.8,16.5,28,30.5,20.75,22.9700000000001
"2572",56016,9.4042013888889,13.5,15.6,27,30,19.75,22
"2573",56017,9.98866388888889,17.8,20,33.6,36.7,24.75,27.2
"2574",56018,9.59314444444444,17.9,20,33,36,25,27.1
"2575",56021,9.1875,16,18,30.5,33.5,22.75,25
"2576",56022,8.25555555555555,18.5,20,32,34.5,24.5,26.5
"2577",56023,8.20635416666666,18.5,20,32,35,24.5,26.5
"2578",56026,8.13277777777777,15,17,28.5,31,21.25,23.25
"2579",56027,8.09444444444444,18.5,20.5,32.5,35,24.75,27
"2580",56028,9.21916666666666,14,16,28.5,31,20.5,22.75
"2581",56029,8.60361111111111,16.5,18.5,31,33.5,23.25,25.25
"2582",56031,9.099375,15,17,29,31.5,21.25,23.5
"2583",56032,7.92955833333332,16.3,18.1400000000001,29.8,32.5,22.25,24.35
"2584",56033,9.04166666666667,16.5,18.5,31.5,34.5,23.5,25.75
"2585",56034,9.48979166666667,15,17,29.5,32.5,21.75,24
"2586",56035,8.78541666666666,15.5,17.5,30.5,33.5,22.5,24.75
"2587",56036,9.18541666666667,14.5,16.5,28.5,31.5,21,23.25
"2588",56038,8.18777777777779,17.5,19.2000000000007,30.5,33.5,23.5,25.5
"2589",56041,8.98256944444445,19.5,21.5,34.5,37.5,26.5,28.75
"2590",56055,8.57666666666667,18.5,20.5,33.5,36,25.5,27.5
"2591",56065,9.09027777777777,14.5,16.5,29,31.5,21,23.25
"2592",56080,9.24152777777779,13.5,16,28,31,20.25,22.5
"2593",56100,8.7201388888889,15.5,17.5,29.5,32.5,22,24.25
"2594",56207,8.26805555555554,16.5,18.5,29.5,32,22.5,24.5
"2595",56229,9.54823611111111,13.5,15.8,27,29.5,19.75,22
"2596",57000,8.38729166666667,14.5,16.5,27.5,30,20.25,22.5
"2597",57001,7.84270833333334,13.5,15.5,25,27.5,18.75,20.75
"2598",57003,8.07972222222222,18.5,20.5,31.5,34.5,24.5,26.5
"2599",57004,7.32215277777778,18.5,20.5,32,35,24.75,26.75
"2600",57005,8.07,18,19.5,31,33.5,23.75,26
"2601",57009,8.03916666666667,17,19,30,32.5,22.75,25
"2602",57010,7.52666666666667,13.5,15,24.5,27,18.5,20.5
"2603",57011,8.10979166666667,15,16.5,27.5,30.5,20.75,22.75
"2604",57014,7.70239583333334,15.5,17.5,28.5,31.5,21.5,23.5
"2605",57015,8.35555555555556,19,20.5,32.5,35.5,25,27
"2606",57017,7.73274305555555,15.5,17.5,28.5,31,21.5,23.5
"2607",57018,8.2584375,20,21.5,33.5,36.5,26,28.25
"2608",57021,8.20416666666665,18.5,20,32,35,24.5,26.5
"2609",57022,7.90006944444444,15,17,28,30.5,21,23
"2610",57023,7.89854166666666,14,16,26,28.5,19.5,21.5
"2611",57026,7.30166666666667,15.5,17.2000000000007,27,29.5,20.75,22.75
"2612",57028,8.65559027777777,15,17,29,31.5,21.25,23.5
"2613",57082,7.94583333333334,15.6,17.5,29,31.5,21.75,23.75
"2614",57085,8.380625,18.5,20,31.5,34.5,24.5,26.5
"2615",57095,7.54424027777778,19,20.5,32.5,35,25,27.0700000000001
"2616",57103,8.08333333333334,15,16.5,28,30.5,20.75,22.75
"2617",58001,5.01451388888889,21,23,30.5,33,25.25,27
"2618",58002,4.84305555555555,20.5,22,29.5,32,24.5,26.25
"2619",58006,5.9896875,21,22.5,31.5,34,25.5,27.5
"2620",58007,4.44059027777778,21.5,23,30.5,32.5,25.5,27.25
"2621",58009,3.99493333333334,21.5,23,29.6,32,25.25,26.75
"2622",58012,4.39023888888889,21.5,23,29,31.5,24.75,26.5
"2623",58013,5.18194444444445,21.5,23,31,33.5,25.75,27.5
"2624",58014,6.96163194444444,20.5,22.5,33,36,26.25,28.25
"2625",58015,6.40555555555556,21,22.5,31.5,34.5,25.5,27.5
"2626",58017,4.53527777777778,21.5,23,30,32,25.25,26.75
"2627",58018,5.42187500000001,21,22.5,30.5,33,25.25,27
"2628",58025,6.50194444444444,21,22.5,32.5,35.5,26,28
"2629",58027,5.36549999999999,21,22.5,30.5,33.3,25.25,27
"2630",58032,7.903125,20,22,33,36,26,28
"2631",58033,6.02916666666666,21,22.5,31.5,34,25.5,27.5
"2632",58037,7.16354166666667,20.5,22.3,32.5,35.5400000000001,25.85,27.9
"2633",58038,5.64881944444445,21,22.5,30.5,33.5,25.25,27.25
"2634",58040,4.95,21,22.5,30.5,33,25.5,27.25
"2635",58044,7.04989583333333,20,21.5,32,35,25.5,27.5
"2636",58045,6.93229166666667,19,20.5,31,33.5,24.25,26.25
"2637",58050,8.17333333333332,20,21.5,33.5,36,26,28
"2638",58052,6.60541666666668,21,22.5,31,34,25.5,27.5
"2639",58056,4.40729166666666,22,23.5,30.5,33,26,27.5
"2640",58057,7.33288888888889,20,21.7400000000001,32,34.7,25.25,27.25
"2641",58059,6.15,21,22.5,31.5,34.5,25.75,27.5
"2642",58060,5.83611111111111,19,20.5,28.5,30.6,23,24.8800000000003
"2643",58061,6.06270833333333,21,22.5,31,34,25.5,27.3500000000004
"2644",58063,8.5007875,20.5,22.4,33.5,36.7,26.25,28.6
"2645",58065,5.87833333333332,21,22.5,30.5,33.5,25.25,27
"2646",58067,5.61666666666667,19.5,21,28.5,31,23.5,25.25
"2647",58072,5.36611111111111,20,21.5,30,32.5,24.5,26.25
"2648",58130,7.04949166666667,21,22.5,32.5,35.6,26.1,28.1700000000001
"2649",58131,6.23454999999999,20.5,22,30,32.8,24.75,26.65
"2650",58158,6.04733750000001,21,22.5,31.7,34.5,25.75,27.5
"2651",59000,6.97083333333333,19.5,21.5,32.5,35.5,25.5,27.5
"2652",59001,7.33033055555558,20,22,32.5,35.6400000000001,25.5,27.75
"2653",59002,5.9575,20,22,31.5,34.5,25.25,27.25
"2654",59004,6.6189236111111,17,18.5,27.5,30,21.75,23.5
"2655",59006,5.68677083333333,20.5,22,29.5,32,24.5,26.25
"2656",59008,7.201875,17.2,19,29,31.5,22.5,24.5
"2657",59009,5.88569444444444,19.5,21,29.5,32,24,25.75
"2658",59013,6.87079861111111,16.5,18,27.5,30,21.25,23.25
"2659",59017,6.26664444444444,20,21.5,31.5,34.5,25,27
"2660",59018,5.97479166666666,20.5,22,31.5,34,25.25,27.25
"2661",59024,5.66979166666667,20.5,22,31,33.5,25.25,27
"2662",59026,6.02291666666667,20,21.5,30,32.5,24.5,26.25
"2663",59030,4.912375,21.1,22.6,29.6,32.5,25,26.75
"2664",59037,6.26197916666667,20.5,22,31,33.5,25.25,27.25
"2665",59039,5.76291666666667,21,22.5,29.5,32,24.75,26.75
"2666",59040,6.01235555555555,21,22.6,29.6,32.5,24.75,26.75
"2667",59051,5.75000000000001,21,22.5,29.5,32,24.75,26.75
"2668",59074,5.32895833333333,21.5,23,29,32,24.75,26.5
"2669",59094,6.50956423611109,18,19.5,28.5,31.5,22.75,24.75
"2670",6000,9.18541666666668,25.5,27.5,42,45,33.25,35.5
"2671",60000,6.59895833333334,19,20.5,30.5,33.5,24.25,26.25
"2672",60002,7.84375,20,21.5,31,34.5,24.75,27
"2673",60005,6.75090277777779,16.5,18,27.5,30.5,21.5,23.5
"2674",60006,6.7321875,20,21.5,31,34,24.75,26.75
"2675",60009,7.69277777777777,19,20.5,30,33.5,24,26
"2676",6001,10.2616666666667,23.5,26,40,43,31.25,33.75
"2677",60013,6.596875,20,21.5400000000001,30.5,34,24.75,26.75
"2678",60014,9.71458333333334,16,18,30.5,33.5,22.5,25
"2679",60015,8.76822916666667,19,21,32.5,36,25.25,27.5
"2680",6002,8.58625,25,26.5,40.5,43.5,32.25,34.5
"2681",60020,6.25062499999999,20,21.5,30.5,33.5,24.5,26.5
"2682",60021,7.83048611111111,19,21,31.5,35,24.75,27
"2683",60022,5.65270833333334,18.5,20,28,31,22.75,24.5
"2684",60023,6.44458333333334,20,21.5,30,33.5,24.5,26.5
"2685",60024,6.51819444444444,20,21.5,30.5,33.5,24.5,26.5
"2686",60026,4.94236111111112,20.5,22,28.8,31.5,24,25.75
"2687",60028,6.65395833333333,20,21.5,29.5,33,24.25,26.25
"2688",6003,11.3547222222222,24.5,26,37,41.5,30,32.75
"2689",60030,7.47082361111111,20,21.5,32,35.5,25.25,27.5
"2690",60031,5.7475,20,21.5,30,33,24.5,26.25
"2691",60033,7.66354166666667,19.5,21.5,31.5,35,25,27.25
"2692",60034,5.91013888888888,20,21.5,30,33,24.5,26.5
"2693",60035,5.94149305555556,20,21.5,30,33,24.5,26.5
"2694",60036,7.42559027777778,19.5,21.5,32,35.5,25.25,27.5
"2695",60039,6.24069444444444,20,21.5,30.5,33.5,24.5,26.5
"2696",6004,10.0383333333333,24.5,26,38,42.5,30.75,33.25
"2697",60041,7.78958333333333,15.5,17.5,28,31,21.25,23.25
"2698",6005,11.1519444444445,24,26,37.5,41.5,30,32.75
"2699",6006,11.7822569444445,22.5,25,39,42,30.25,32.8500000000004
"2700",6008,10.9290277777778,24.5,26,38,42,30.5,33
"2701",60082,8.46111111111111,15,17,29,31.5,21.5,23.5
"2702",60085,8.61749999999998,18.2,20.2,31.2,35,23.95,26.4
"2703",6009,9.04361111111109,25,26.5,39,43,31.5,33.75
"2704",6010,8.76416666666666,25,27,41,44,32.5,34.75
"2705",6011,13.0992166666667,24.3,26,36,40.6,29.3,32.3
"2706",6012,13.6438888888889,23,25,36.5,40.5,29,32
"2707",60121,7.6546875,16.5,18,28.5,31.5,21.75,23.75
"2708",6015,9.64583333333335,24.5,26,38.5,42.5,31,33.5
"2709",6017,8.19791666666667,25.5,27.5,41.5,44.5,33.25,35.5
"2710",6019,9.2913888888889,24.5,26.5,39,43,31.5,33.75
"2711",6020,10.4395833333333,24.5,26,38.5,42,30.75,33.5
"2712",6021,8.19770833333333,25.5,27.5,41.5,44.5,33.25,35.5
"2713",6022,10.004675,25.5,28,42,45,33.25,35.75
"2714",6023,9.65041666666665,24.5,26,37.5,41.5,30.5,33
"2715",6025,12.2194444444445,23.5,26,38.9,42.5,30.5,33.45
"2716",6027,9.24923611111109,25.5,27.5,41.5,44.7000000000007,33,35.25
"2717",6029,8.00916666666666,25.5,27,41.5,44.5,33,35.25
"2718",6030,8.63395833333333,25.5,27.5,41.5,44.5,33,35.25
"2719",6031,7.77277777777777,25.5,27,41.5,44.5,33,35.25
"2720",6032,8.76249999999998,25,26.5,39.5,43,31.75,34.25
"2721",6033,7.60545138888889,25.5,27,42,45,33.25,35.5
"2722",6034,9.98524305555554,24.5,26,38.5,42.5,31,33.5
"2723",6036,9.27625,24.5,26.5,39.5,43,31.5,34
"2724",6038,8.62798611111109,25,27,40.5,44,32.25,34.5
"2725",6039,8.75718749999999,25,26.5,38.5,42.5,31.25,33.75
"2726",6040,7.51569444444445,25.5,27.5,41.5,44.5,33.25,35.25
"2727",6041,8.32541666666664,25,27,41,44,32.75,35
"2728",6043,10.5344444444445,23,25.5,39.5,42.5,31,33.25
"2729",6044,13.28375,23.5,25.5,36.5,40.5,29.25,32
"2730",6045,13.3222222222222,23,25,37,41,29.25,32
"2731",6046,8.27190972222222,26,27.5,42,45.5,33.5,35.75
"2732",6047,8.80026041666665,25,27,41,44,32.5,34.75
"2733",6048,10.0739583333333,24,26,40,43,31.5,34
"2734",6050,8.44229166666667,25,26.5,40,43.5,32.25,34.5
"2735",6052,8.34302083333333,25.5,27,41.5,44.5,32.75,35
"2736",6053,9.00347222222222,25,27,41,44,32.5,34.75
"2737",6054,9.161875,24,26,39.5,42.5,31.25,33.5
"2738",6055,10.9727430555556,23,25.5,39.5,42.5,30.75,33.25
"2739",6056,10.7627430555556,24.5,26,38.5,42.5,31,33.5
"2740",6057,9.1432638888889,25,26.5,40,43,31.75,34.25
"2741",6058,10.9560069444444,23,25.5,39.5,42.5,30.75,33.25
"2742",6059,11.015625,24,26,38.5,42.5,30.75,33.5
"2743",6060,11.4114583333333,24,26,39,42.5,30.75,33.5
"2744",6062,11.7892361111111,24.3,26,36.8,41,29.75,32.5
"2745",6066,8.69111111111112,25.5,27,41,44,32.5,34.75
"2746",6069,9.148125,24.5,26.5,40.5,43.5,32,34.25
"2747",6071,9.24875,24,26,40,43,31.5,33.75
"2748",6072,8.8684722222222,26,27.8,42.5,45.5,33.65,36
"2749",6080,12.6436111111111,23.5,25.5,37,41,29.75,32.5
"2750",6084,9.07576388888888,25,26.5,38.5,42.5,31.25,33.5
"2751",6087,11.359375,24,26,37.5,42,30,33
"2752",6090,9.7254861111111,24.5,26.5,40.5,43.5,32,34.25
"2753",6095,11.1605902777778,24,26,36.5,41,29.75,32.5
"2754",6099,9.94503472222224,24.5,26.6,40.5,43.5,32,34.25
"2755",61000,11.7591666666667,19,21,35,38,26.25,28.75
"2756",61002,12.45125,15,17.5,30.5,33.5,22.25,25
"2757",61005,10.8218402777778,19.5,21.5,34,38,26,28.5
"2758",61006,12.8139583333333,18,20.5,34.5,37.5,25.75,28.25
"2759",61007,12.3129861111111,18.5,21,35,38,26,28.75
"2760",61008,10.5777777777778,19.5,21.5,33,37.5,25.75,28.25
"2761",61009,10.7484027777778,19.5,21,33,37.5,25.5,28.25
"2762",61010,9.47736111111109,19.5,21,32,36,25,27.5
"2763",61011,8.53111111111111,20.5,22,30.5,35,25,27.5
"2764",61012,9.513125,20,21.5,31,35.5,24.75,27.5
"2765",61014,10.8729166666667,19.5,21,33.5,37.5,25.75,28.25
"2766",61016,12.4133333333333,19,21.5,35,39,26.5,29.25
"2767",61017,10.2095138888889,19.5,21,33,36.7,25.5,28
"2768",61018,12.0430555555556,19,21,35,38.5,26.25,29
"2769",61023,9.54444444444444,19.5,21,30.5,35,24.25,27
"2770",61024,10.5730555555556,19,21,33,37,25.5,28
"2771",61025,10.9911111111111,19,21,33.5,37.5,25.5,28.25
"2772",61026,11.4611111111111,18.5,21,34.5,38,26,28.5
"2773",61029,12.5757638888889,18,20,30.5,35,23.75,26.5200000000001
"2774",61031,9.14305555555556,20,21.5,32,36,25.25,27.75
"2775",61032,10.880625,19.5,21,33,37.5,25.5,28
"2776",61034,10.0523611111111,20,21.5,32.5,37,25.5,28.05
"2777",61035,10.3916666666667,19.5,21.5,33,37,25.5,28.25
"2778",61040,12.6408333333333,18.5,21,35,38,26,28.75
"2779",61046,9.80416666666668,20,21.5,32.5,37,25.5,28
"2780",61050,10.9395833333333,19.5,21,34,38,26,28.5
"2781",61051,12.2654166666667,16.9,19.5,32.7,36,24,26.65
"2782",61052,11.2638888888889,17,19,31.5,35,23.75,26.25
"2783",61053,11.7702777777778,19,21,34.5,38,26,28.5
"2784",61054,7.66631944444444,20.5,22,30,34,24.75,27
"2785",61055,7.12055555555556,21,22.5,29.5,34,24.5,27.2
"2786",61056,10.61,19,21,33.5,37.5,25.5,28.25
"2787",61057,11.5486111111111,17.5,19.5,30,34.5,23.25,26
"2788",61058,11.885625,18,20.5,34.5,37.5,25.75,28.25
"2789",61063,9.02279166666668,20.5,22,30.5,35.1,24.75,27.5
"2790",61064,9.14305555555556,20,21.5,32,36,25.25,27.75
"2791",61066,11.2340625,18.5,20.5,34,37,25.5,28
"2792",61069,11.7860555555556,19,21,35,38.4,26.3,28.9
